Start Training
Train Epoch0 out_loss 1.7125226259231567, R2 -0.281907320022583
Test Epoch0 layer0 out_loss 1.3050910234451294, R2 0.006841123104095459
Test Epoch0 layer1 out_loss 1.3096274137496948, R2 0.0033889412879943848
Test Epoch0 layer2 out_loss 1.3149120807647705, R2 -0.0006326436996459961
Test Epoch0 layer3 out_loss 1.3271214962005615, R2 -0.009923815727233887
Test Epoch0 layer4 out_loss 1.3288873434066772, R2 -0.011267662048339844
Test Epoch0 layer5 out_loss 1.315798282623291, R2 -0.0013070106506347656
Test Epoch0 layer6 out_loss 1.315638542175293, R2 -0.0011855363845825195
Test Epoch0 layer7 out_loss 1.3201651573181152, R2 -0.004630088806152344
Train Epoch1 out_loss 1.3373819589614868, R2 -0.0010961294174194336
Test Epoch1 layer0 out_loss 1.3037505149841309, R2 0.007861137390136719
Test Epoch1 layer1 out_loss 1.310228705406189, R2 0.002931356430053711
Test Epoch1 layer2 out_loss 1.3064448833465576, R2 0.005810856819152832
Test Epoch1 layer3 out_loss 1.311677098274231, R2 0.0018291473388671875
Test Epoch1 layer4 out_loss 1.3086252212524414, R2 0.004151582717895508
Test Epoch1 layer5 out_loss 1.314941167831421, R2 -0.0006548166275024414
Test Epoch1 layer6 out_loss 1.329131007194519, R2 -0.011453032493591309
Test Epoch1 layer7 out_loss 1.325311303138733, R2 -0.00854635238647461
Train Epoch2 out_loss 1.3178797960281372, R2 0.013502538204193115
Test Epoch2 layer0 out_loss 1.1584786176681519, R2 0.11841142177581787
Test Epoch2 layer1 out_loss 1.1413716077804565, R2 0.13142961263656616
Test Epoch2 layer2 out_loss 1.1369421482086182, R2 0.13480037450790405
Test Epoch2 layer3 out_loss 1.1370327472686768, R2 0.13473141193389893
Test Epoch2 layer4 out_loss 1.1354761123657227, R2 0.13591599464416504
Test Epoch2 layer5 out_loss 1.1300824880599976, R2 0.14002054929733276
Test Epoch2 layer6 out_loss 1.1462208032608032, R2 0.12773942947387695
Test Epoch2 layer7 out_loss 1.1672909259796143, R2 0.11170530319213867
Train Epoch3 out_loss 1.139620304107666, R2 0.14693790674209595
Test Epoch3 layer0 out_loss 0.9104725122451782, R2 0.30714112520217896
Test Epoch3 layer1 out_loss 1.0509525537490845, R2 0.20023751258850098
Test Epoch3 layer2 out_loss 0.9424088597297668, R2 0.28283798694610596
Test Epoch3 layer3 out_loss 0.9298547506332397, R2 0.29239147901535034
Test Epoch3 layer4 out_loss 0.9763398170471191, R2 0.2570168972015381
Test Epoch3 layer5 out_loss 1.0081720352172852, R2 0.2327929139137268
Test Epoch3 layer6 out_loss 1.097386121749878, R2 0.16490209102630615
Test Epoch3 layer7 out_loss 1.1867051124572754, R2 0.0969313383102417
Train Epoch4 out_loss 0.9081435203552246, R2 0.32020944356918335
Test Epoch4 layer0 out_loss 0.8020297884941101, R2 0.38966476917266846
Test Epoch4 layer1 out_loss 0.7975367903709412, R2 0.3930838704109192
Test Epoch4 layer2 out_loss 0.8026642799377441, R2 0.389181911945343
Test Epoch4 layer3 out_loss 0.8081995248794556, R2 0.38496971130371094
Test Epoch4 layer4 out_loss 0.8056356310844421, R2 0.3869207501411438
Test Epoch4 layer5 out_loss 0.8135348558425903, R2 0.3809095025062561
Test Epoch4 layer6 out_loss 0.8274744749069214, R2 0.37030166387557983
Test Epoch4 layer7 out_loss 0.8251670002937317, R2 0.37205761671066284
Train Epoch5 out_loss 0.8378235697746277, R2 0.37284767627716064
Test Epoch5 layer0 out_loss 1.0516301393508911, R2 0.1997218132019043
Test Epoch5 layer1 out_loss 0.9900314211845398, R2 0.2465977668762207
Test Epoch5 layer2 out_loss 0.9982013702392578, R2 0.24038052558898926
Test Epoch5 layer3 out_loss 1.0521681308746338, R2 0.19931244850158691
Test Epoch5 layer4 out_loss 1.1111690998077393, R2 0.1544133424758911
Test Epoch5 layer5 out_loss 1.0509955883026123, R2 0.2002047300338745
Test Epoch5 layer6 out_loss 1.0246591567993164, R2 0.22024643421173096
Test Epoch5 layer7 out_loss 0.9911000728607178, R2 0.24578452110290527
Train Epoch6 out_loss 0.8068756461143494, R2 0.39601415395736694
Test Epoch6 layer0 out_loss 0.7577624917030334, R2 0.4233517050743103
Test Epoch6 layer1 out_loss 0.7646007537841797, R2 0.4181478023529053
Test Epoch6 layer2 out_loss 0.7752750515937805, R2 0.41002482175827026
Test Epoch6 layer3 out_loss 0.7755925059318542, R2 0.4097832441329956
Test Epoch6 layer4 out_loss 0.7769375443458557, R2 0.4087596535682678
Test Epoch6 layer5 out_loss 0.7774753570556641, R2 0.40835040807724
Test Epoch6 layer6 out_loss 0.7792282104492188, R2 0.4070165157318115
Test Epoch6 layer7 out_loss 0.7810050249099731, R2 0.4056643843650818
Train Epoch7 out_loss 0.7984874844551086, R2 0.4022926688194275
Test Epoch7 layer0 out_loss 0.7800294756889343, R2 0.4064067602157593
Test Epoch7 layer1 out_loss 0.7854505777359009, R2 0.40228134393692017
Test Epoch7 layer2 out_loss 0.7682076096534729, R2 0.41540300846099854
Test Epoch7 layer3 out_loss 0.7653131484985352, R2 0.4176056981086731
Test Epoch7 layer4 out_loss 0.7675027847290039, R2 0.4159393906593323
Test Epoch7 layer5 out_loss 0.7669399976730347, R2 0.41636770963668823
Test Epoch7 layer6 out_loss 0.7715263366699219, R2 0.41287750005722046
Test Epoch7 layer7 out_loss 0.7739713191986084, R2 0.41101694107055664
Train Epoch8 out_loss 0.7574533820152283, R2 0.4330090880393982
Test Epoch8 layer0 out_loss 0.9332300424575806, R2 0.28982293605804443
Test Epoch8 layer1 out_loss 0.894924521446228, R2 0.31897294521331787
Test Epoch8 layer2 out_loss 0.8764510154724121, R2 0.3330311179161072
Test Epoch8 layer3 out_loss 0.8913270235061646, R2 0.32171064615249634
Test Epoch8 layer4 out_loss 0.8366270661354065, R2 0.3633366823196411
Test Epoch8 layer5 out_loss 0.8770114183425903, R2 0.3326045870780945
Test Epoch8 layer6 out_loss 0.8713050484657288, R2 0.33694708347320557
Test Epoch8 layer7 out_loss 0.9123879075050354, R2 0.3056834936141968
Train Epoch9 out_loss 0.7684042453765869, R2 0.4248112440109253
Test Epoch9 layer0 out_loss 0.7377665042877197, R2 0.4385683536529541
Test Epoch9 layer1 out_loss 0.7368573546409607, R2 0.43926024436950684
Test Epoch9 layer2 out_loss 0.721657931804657, R2 0.45082682371139526
Test Epoch9 layer3 out_loss 0.7396981716156006, R2 0.4370983839035034
Test Epoch9 layer4 out_loss 0.7193720936775208, R2 0.4525662660598755
Test Epoch9 layer5 out_loss 0.7198688387870789, R2 0.45218825340270996
Test Epoch9 layer6 out_loss 0.7479116916656494, R2 0.43084800243377686
Test Epoch9 layer7 out_loss 0.7342197895050049, R2 0.44126737117767334
Train Epoch10 out_loss 0.7002111077308655, R2 0.4758571982383728
Test Epoch10 layer0 out_loss 0.6898452639579773, R2 0.4750359058380127
Test Epoch10 layer1 out_loss 0.7619621157646179, R2 0.42015576362609863
Test Epoch10 layer2 out_loss 0.7891302704811096, R2 0.3994811177253723
Test Epoch10 layer3 out_loss 0.8179834485054016, R2 0.377524197101593
Test Epoch10 layer4 out_loss 0.824708104133606, R2 0.37240684032440186
Test Epoch10 layer5 out_loss 0.8576700091362, R2 0.3473231792449951
Test Epoch10 layer6 out_loss 0.8176196217536926, R2 0.3778010606765747
Test Epoch10 layer7 out_loss 0.8510162234306335, R2 0.3523867130279541
Train Epoch11 out_loss 0.6952888369560242, R2 0.4795423150062561
Test Epoch11 layer0 out_loss 0.6774998903274536, R2 0.48443055152893066
Test Epoch11 layer1 out_loss 0.6288939714431763, R2 0.521419107913971
Test Epoch11 layer2 out_loss 0.639650285243988, R2 0.5132336616516113
Test Epoch11 layer3 out_loss 0.6496790051460266, R2 0.5056018829345703
Test Epoch11 layer4 out_loss 0.7017549276351929, R2 0.46597278118133545
Test Epoch11 layer5 out_loss 0.6614209413528442, R2 0.49666643142700195
Test Epoch11 layer6 out_loss 0.6460004448890686, R2 0.5084012746810913
Test Epoch11 layer7 out_loss 0.6938951015472412, R2 0.47195398807525635
Train Epoch12 out_loss 0.631763756275177, R2 0.5270935893058777
Test Epoch12 layer0 out_loss 0.585345447063446, R2 0.5545589923858643
Test Epoch12 layer1 out_loss 0.6287195682525635, R2 0.521551787853241
Test Epoch12 layer2 out_loss 0.5942152738571167, R2 0.5478091239929199
Test Epoch12 layer3 out_loss 0.6169995069503784, R2 0.530470609664917
Test Epoch12 layer4 out_loss 0.5878538489341736, R2 0.5526501536369324
Test Epoch12 layer5 out_loss 0.6024831533432007, R2 0.5415173768997192
Test Epoch12 layer6 out_loss 0.6504616141319275, R2 0.5050063729286194
Test Epoch12 layer7 out_loss 0.640295684337616, R2 0.5127425193786621
Train Epoch13 out_loss 0.6313217282295227, R2 0.5274243354797363
Test Epoch13 layer0 out_loss 0.5739470720291138, R2 0.5632330179214478
Test Epoch13 layer1 out_loss 0.5604851841926575, R2 0.5734773874282837
Test Epoch13 layer2 out_loss 0.5645837187767029, R2 0.570358395576477
Test Epoch13 layer3 out_loss 0.589982807636261, R2 0.5510300397872925
Test Epoch13 layer4 out_loss 0.5800858736038208, R2 0.5585614442825317
Test Epoch13 layer5 out_loss 0.5872121453285217, R2 0.5531384944915771
Test Epoch13 layer6 out_loss 0.5815488696098328, R2 0.557448148727417
Test Epoch13 layer7 out_loss 0.581570029258728, R2 0.5574320554733276
Train Epoch14 out_loss 0.6022251844406128, R2 0.5492043495178223
Test Epoch14 layer0 out_loss 0.5470256805419922, R2 0.5837198495864868
Test Epoch14 layer1 out_loss 0.5531562566757202, R2 0.579054594039917
Test Epoch14 layer2 out_loss 0.5454896092414856, R2 0.5848888158798218
Test Epoch14 layer3 out_loss 0.5468431711196899, R2 0.5838587284088135
Test Epoch14 layer4 out_loss 0.554161012172699, R2 0.5782899856567383
Test Epoch14 layer5 out_loss 0.5556305050849915, R2 0.5771716833114624
Test Epoch14 layer6 out_loss 0.5540047883987427, R2 0.5784088373184204
Test Epoch14 layer7 out_loss 0.5535078048706055, R2 0.578787088394165
Train Epoch15 out_loss 0.592052161693573, R2 0.5568200349807739
Test Epoch15 layer0 out_loss 0.535059928894043, R2 0.592825710773468
Test Epoch15 layer1 out_loss 0.5341150164604187, R2 0.5935447216033936
Test Epoch15 layer2 out_loss 0.5551304221153259, R2 0.577552318572998
Test Epoch15 layer3 out_loss 0.5633853673934937, R2 0.5712703466415405
Test Epoch15 layer4 out_loss 0.5601252317428589, R2 0.5737512707710266
Test Epoch15 layer5 out_loss 0.5536070466041565, R2 0.5787115693092346
Test Epoch15 layer6 out_loss 0.5635427236557007, R2 0.5711506009101868
Test Epoch15 layer7 out_loss 0.572140097618103, R2 0.564608097076416
Train Epoch16 out_loss 0.5920200943946838, R2 0.5568437576293945
Test Epoch16 layer0 out_loss 0.6138706207275391, R2 0.5328516960144043
Test Epoch16 layer1 out_loss 0.5955702662467957, R2 0.5467780232429504
Test Epoch16 layer2 out_loss 0.5855419635772705, R2 0.5544095039367676
Test Epoch16 layer3 out_loss 0.5814585089683533, R2 0.5575169324874878
Test Epoch16 layer4 out_loss 0.5930424928665161, R2 0.5487016439437866
Test Epoch16 layer5 out_loss 0.5834158658981323, R2 0.5560274124145508
Test Epoch16 layer6 out_loss 0.5835917592048645, R2 0.5558935403823853
Test Epoch16 layer7 out_loss 0.5952581167221069, R2 0.5470155477523804
Train Epoch17 out_loss 0.5834348797798157, R2 0.5632701516151428
Test Epoch17 layer0 out_loss 0.5514880418777466, R2 0.5803240537643433
Test Epoch17 layer1 out_loss 0.5447479486465454, R2 0.5854532718658447
Test Epoch17 layer2 out_loss 0.5402001142501831, R2 0.5889140367507935
Test Epoch17 layer3 out_loss 0.5396769642829895, R2 0.5893121957778931
Test Epoch17 layer4 out_loss 0.5433850884437561, R2 0.5864903330802917
Test Epoch17 layer5 out_loss 0.5412048101425171, R2 0.5881494879722595
Test Epoch17 layer6 out_loss 0.542415201663971, R2 0.5872284173965454
Test Epoch17 layer7 out_loss 0.5555990934371948, R2 0.5771956443786621
Train Epoch18 out_loss 0.5489519834518433, R2 0.5890823602676392
