Start Training
Train Epoch0 out_loss 1.5165209770202637, R2 -0.1440638303756714
Test Epoch0 layer0 out_loss 1.3531479835510254, R2 0.0016968250274658203
Test Epoch0 layer1 out_loss 1.3567876815795898, R2 -0.0009883642196655273
Test Epoch0 layer2 out_loss 1.354960560798645, R2 0.00035953521728515625
Test Epoch0 layer3 out_loss 1.3681142330169678, R2 -0.009344816207885742
Train Epoch1 out_loss 1.3263928890228271, R2 -0.0006307363510131836
Test Epoch1 layer0 out_loss 1.371556043624878, R2 -0.011883974075317383
Test Epoch1 layer1 out_loss 1.3786379098892212, R2 -0.017108678817749023
Test Epoch1 layer2 out_loss 1.3579846620559692, R2 -0.0018714666366577148
Test Epoch1 layer3 out_loss 1.3655586242675781, R2 -0.007459282875061035
Train Epoch2 out_loss 1.3263005018234253, R2 -0.0005613565444946289
Test Epoch2 layer0 out_loss 1.3777446746826172, R2 -0.016449689865112305
Test Epoch2 layer1 out_loss 1.359623908996582, R2 -0.0030808448791503906
Test Epoch2 layer2 out_loss 1.3628785610198975, R2 -0.005482077598571777
Test Epoch2 layer3 out_loss 1.3572858572006226, R2 -0.0013560056686401367
Train Epoch3 out_loss 1.3251190185546875, R2 0.00033098459243774414
Test Epoch3 layer0 out_loss 1.3551095724105835, R2 0.00024968385696411133
Test Epoch3 layer1 out_loss 1.3725496530532837, R2 -0.012616991996765137
Test Epoch3 layer2 out_loss 1.3590811491012573, R2 -0.0026804208755493164
Test Epoch3 layer3 out_loss 1.3760554790496826, R2 -0.015203475952148438
Train Epoch4 out_loss 1.3215398788452148, R2 0.003030061721801758
Test Epoch4 layer0 out_loss 1.3434803485870361, R2 0.008829295635223389
Test Epoch4 layer1 out_loss 1.3483256101608276, R2 0.005254566669464111
Test Epoch4 layer2 out_loss 1.348179817199707, R2 0.005362153053283691
Test Epoch4 layer3 out_loss 1.3549132347106934, R2 0.00039446353912353516
Train Epoch5 out_loss 1.3206102848052979, R2 0.0037316083908081055
Test Epoch5 layer0 out_loss 1.3531684875488281, R2 0.001681685447692871
Test Epoch5 layer1 out_loss 1.3571909666061401, R2 -0.0012859106063842773
Test Epoch5 layer2 out_loss 1.361280918121338, R2 -0.004303336143493652
Test Epoch5 layer3 out_loss 1.3614332675933838, R2 -0.004415750503540039
Train Epoch6 out_loss 1.3153194189071655, R2 0.007723033428192139
Test Epoch6 layer0 out_loss 1.3309134244918823, R2 0.018100619316101074
Test Epoch6 layer1 out_loss 1.3429982662200928, R2 0.00918489694595337
Test Epoch6 layer2 out_loss 1.340638279914856, R2 0.010926008224487305
Test Epoch6 layer3 out_loss 1.3406769037246704, R2 0.010897517204284668
Train Epoch7 out_loss 1.3037608861923218, R2 0.016442835330963135
Test Epoch7 layer0 out_loss 1.334895372390747, R2 0.015162885189056396
Test Epoch7 layer1 out_loss 1.3210948705673218, R2 0.025344431400299072
Test Epoch7 layer2 out_loss 1.325116753578186, R2 0.02237725257873535
Test Epoch7 layer3 out_loss 1.3318346738815308, R2 0.01742100715637207
Train Epoch8 out_loss 1.2735624313354492, R2 0.039224207401275635
